"pie","eng","see-also","pie-keywords","eng-keywords","pie-metaphone","eng-metaphone"
"kseip-","to toss, throw","[]","[""kseip"", ""kseip-""]","[""throw"", ""to"", ""toss""]","[""KSP"", ""KSPP""]","[""0R"", ""T"", ""TRF"", ""TS""]"
"kseip-","to toss, throw","[]","[""kseip"", ""kseip-""]","[""throw"", ""to"", ""toss""]","[""KSP"", ""KSPP""]","[""0R"", ""T"", ""TRF"", ""TS""]"
"kseib-","to toss, throw","[]","[""kseib"", ""kseib-""]","[""throw"", ""to"", ""toss""]","[""KSP"", ""KSPP""]","[""0R"", ""T"", ""TRF"", ""TS""]"
"kseib-","to toss, throw","[]","[""kseib"", ""kseib-""]","[""throw"", ""to"", ""toss""]","[""KSP"", ""KSPP""]","[""0R"", ""T"", ""TRF"", ""TS""]"
"ks-en-","to comb, itch, scratch","[""kes-""]","[""en"", ""ks"", ""ks-en-"", ""kes"", ""kes-""]","[""comb"", ""itch"", ""scratch"", ""to""]","[""AN"", ""KS"", ""KSS"", ""KSSNN"", ""KSSSS""]","[""AX"", ""KMP"", ""SKX"", ""T""]"
"ks-en-","to comb, itch, scratch","[""kes-""]","[""en"", ""ks"", ""ks-en-"", ""kes"", ""kes-""]","[""comb"", ""itch"", ""scratch"", ""to""]","[""AN"", ""KS"", ""KSS"", ""KSSNN"", ""KSSSS""]","[""AX"", ""KMP"", ""SKX"", ""T""]"
"ks-es-","to comb, itch, scratch","[""kes-""]","[""es"", ""ks"", ""ks-es-"", ""kes"", ""kes-""]","[""comb"", ""itch"", ""scratch"", ""to""]","[""AS"", ""KS"", ""KSS"", ""KSSNN"", ""KSSSS""]","[""AX"", ""KMP"", ""SKX"", ""T""]"
"ks-es-","to comb, itch, scratch","[""kes-""]","[""es"", ""ks"", ""ks-es-"", ""kes"", ""kes-""]","[""comb"", ""itch"", ""scratch"", ""to""]","[""AS"", ""KS"", ""KSS"", ""KSSNN"", ""KSSSS""]","[""AX"", ""KMP"", ""SKX"", ""T""]"
"ks-eu-","to comb, itch, scratch","[""kes-""]","[""eu"", ""ks"", ""ks-eu-"", ""kes"", ""kes-""]","[""comb"", ""itch"", ""scratch"", ""to""]","[""A"", ""KS"", ""KSS"", ""KSSNN"", ""KSSSS""]","[""AX"", ""KMP"", ""SKX"", ""T""]"
"ks-eu-","to comb, itch, scratch","[""kes-""]","[""eu"", ""ks"", ""ks-eu-"", ""kes"", ""kes-""]","[""comb"", ""itch"", ""scratch"", ""to""]","[""A"", ""KS"", ""KSS"", ""KSSNN"", ""KSSSS""]","[""AX"", ""KMP"", ""SKX"", ""T""]"
"k̑sē̆-ro-","dry, <b>xeric</b>, bright (of weather)","[""k\u0311s\u0101-""]","[""ksea"", ""ksea-ro-"", ""k\u0311s\u0113\u0306"", ""k\u0311s\u0113\u0306-ro-"", ""ro"", ""ksa"", ""ksa-"", ""k\u0311s\u0101"", ""k\u0311s\u0101-""]","[""bright"", ""dri"", ""of"", ""weather"", ""xeric""]","[""KS"", ""KSR"", ""R""]","[""A0R"", ""AF"", ""FTR"", ""PRT"", ""SRK"", ""TR""]"
"k̑sē̆-ro-","dry, <b>xeric</b>, bright (of weather)","[""k\u0311s\u0101-""]","[""ksea"", ""ksea-ro-"", ""k\u0311s\u0113\u0306"", ""k\u0311s\u0113\u0306-ro-"", ""ro"", ""ksa"", ""ksa-"", ""k\u0311s\u0101"", ""k\u0311s\u0101-""]","[""bright"", ""dri"", ""of"", ""weather"", ""xeric""]","[""KS"", ""KSR"", ""R""]","[""A0R"", ""AF"", ""FTR"", ""PRT"", ""SRK"", ""TR""]"
"kseubh-","to sway, swing, totter","[]","[""kseubh"", ""kseubh-""]","[""sway"", ""swing"", ""to"", ""totter""]","[""KSP""]","[""S"", ""SNK"", ""T"", ""TTR"", ""X"", ""XNK""]"
"kseubh-","to sway, swing, totter","[]","[""kseubh"", ""kseubh-""]","[""sway"", ""swing"", ""to"", ""totter""]","[""KSP""]","[""S"", ""SNK"", ""T"", ""TTR"", ""X"", ""XNK""]"
"kseud-","to grind, stamp to little pieces","[]","[""kseud"", ""kseud-""]","[""grind"", ""littl"", ""piec"", ""stamp"", ""to""]","[""KST"", ""KSTT""]","[""KRNT"", ""LTL"", ""PK"", ""STMP"", ""T""]"
"kseud-","to grind, stamp to little pieces","[]","[""kseud"", ""kseud-""]","[""grind"", ""littl"", ""piec"", ""stamp"", ""to""]","[""KST"", ""KSTT""]","[""KRNT"", ""LTL"", ""PK"", ""STMP"", ""T""]"
"k̑þei-","to settle","[]","[""kthei"", ""kthei-"", ""k\u0311\u00feei"", ""k\u0311\u00feei-""]","[""settl"", ""to""]","[""K0"", ""KT""]","[""STL"", ""T""]"
"k̑þei-","to settle","[]","[""kthei"", ""kthei-"", ""k\u0311\u00feei"", ""k\u0311\u00feei-""]","[""settl"", ""to""]","[""K0"", ""KT""]","[""STL"", ""T""]"
"kþē(i)-","to gain, acquire, possess","[]","[""kthei"", ""kthei-"", ""k\u00fe\u0113i"", ""k\u00fe\u0113i-""]","[""acquir"", ""gain"", ""possess"", ""to""]","[""K0"", ""KT""]","[""AKR"", ""KN"", ""PSS"", ""T""]"
"kþē-","to gain, acquire, possess","[]","[""kthe"", ""kthe-"", ""k\u00fe\u0113"", ""k\u00fe\u0113-""]","[""acquir"", ""gain"", ""possess"", ""to""]","[""K0"", ""KT""]","[""AKR"", ""KN"", ""PSS"", ""T""]"
"kþēi-","to gain, acquire, possess","[]","[""kthei"", ""kthei-"", ""k\u00fe\u0113i"", ""k\u00fe\u0113i-""]","[""acquir"", ""gain"", ""possess"", ""to""]","[""K0"", ""KT""]","[""AKR"", ""KN"", ""PSS"", ""T""]"
"kþə(i)-","to gain, acquire, possess","[]","[""kthei"", ""kthei-"", ""k\u00fe\u0259i"", ""k\u00fe\u0259i-""]","[""acquir"", ""gain"", ""possess"", ""to""]","[""K0"", ""KT""]","[""AKR"", ""KN"", ""PSS"", ""T""]"
"kþə-","to gain, acquire, possess","[]","[""kthe"", ""kthe-"", ""k\u00fe\u0259"", ""k\u00fe\u0259-""]","[""acquir"", ""gain"", ""possess"", ""to""]","[""K0"", ""KT""]","[""AKR"", ""KN"", ""PSS"", ""T""]"
"kþəi-","to gain, acquire, possess","[]","[""kthei"", ""kthei-"", ""k\u00fe\u0259i"", ""k\u00fe\u0259i-""]","[""acquir"", ""gain"", ""possess"", ""to""]","[""K0"", ""KT""]","[""AKR"", ""KN"", ""PSS"", ""T""]"
"ku-","to <b>kiss</b>","[]","[""ku"", ""ku-""]","[""kiss"", ""to""]","[""K"", ""KSS""]","[""KS"", ""T""]"
"ku-","to <b>kiss</b>","[]","[""ku"", ""ku-""]","[""kiss"", ""to""]","[""K"", ""KSS""]","[""KS"", ""T""]"
"kus-","to <b>kiss</b>","[]","[""kus"", ""kus-""]","[""kiss"", ""to""]","[""K"", ""KS"", ""KSS""]","[""KS"", ""T""]"
"kus-","to <b>kiss</b>","[]","[""kus"", ""kus-""]","[""kiss"", ""to""]","[""K"", ""KS"", ""KSS""]","[""KS"", ""T""]"
"k̑ū-","sharp, pointed; pike, stake","[]","[""ku"", ""ku-"", ""k\u0311\u016b"", ""k\u0311\u016b-""]","[""pike"", ""point"", ""sharp"", ""stake""]","[""K""]","[""PK"", ""PNT"", ""STK"", ""XRP""]"
"k̑ū-","sharp, pointed; pike, stake","[]","[""ku"", ""ku-"", ""k\u0311\u016b"", ""k\u0311\u016b-""]","[""pike"", ""point"", ""sharp"", ""stake""]","[""K""]","[""PK"", ""PNT"", ""STK"", ""XRP""]"
"k̑ū̆dh-","dirt, dung","[]","[""kuadh"", ""kuadh-"", ""k\u0311\u016b\u0306dh"", ""k\u0311\u016b\u0306dh-""]","[""dirt"", ""dung""]","[""KT""]","[""TNK"", ""TRT""]"
"k̑ū̆dh-","dirt, dung","[]","[""kuadh"", ""kuadh-"", ""k\u0311\u016b\u0306dh"", ""k\u0311\u016b\u0306dh-""]","[""dirt"", ""dung""]","[""KT""]","[""TNK"", ""TRT""]"
"kuku","(onomatopoeic: to coo, <b>cuckoo</b>)","[]","[""kuku""]","[""coo"", ""cuckoo"", ""onomatopo"", ""to""]","[""KK""]","[""ANMTP"", ""K"", ""KK"", ""T""]"
"kuku","(onomatopoeic: to coo, <b>cuckoo</b>)","[]","[""kuku""]","[""coo"", ""cuckoo"", ""onomatopo"", ""to""]","[""KK""]","[""ANMTP"", ""K"", ""KK"", ""T""]"
"k̑up-","shoulder","[]","[""kup"", ""kup-"", ""k\u0311up"", ""k\u0311up-""]","[""shoulder""]","[""KP"", ""KPP""]","[""XLTR""]"
"k̑up-","shoulder","[]","[""kup"", ""kup-"", ""k\u0311up"", ""k\u0311up-""]","[""shoulder""]","[""KP"", ""KPP""]","[""XLTR""]"
"ku̯ak-","(onomatopoeic: to <b>quack</b>, croak)","[]","[""kuuak"", ""kuuak-"", ""ku\u032fak"", ""ku\u032fak-""]","[""croak"", ""onomatopo"", ""quack"", ""to""]","[""KK"", ""KKK""]","[""ANMTP"", ""KK"", ""KRK"", ""T""]"
"ku̯ak-","(onomatopoeic: to <b>quack</b>, croak)","[]","[""kuuak"", ""kuuak-"", ""ku\u032fak"", ""ku\u032fak-""]","[""croak"", ""onomatopo"", ""quack"", ""to""]","[""KK"", ""KKK""]","[""ANMTP"", ""KK"", ""KRK"", ""T""]"
"ku̯at(h)-","to ferment, become sour","[]","[""kuuath"", ""kuuath-"", ""ku\u032fath"", ""ku\u032fath-""]","[""becom"", ""ferment"", ""sour"", ""to""]","[""K0"", ""K00"", ""KT"", ""KTT""]","[""FRMNT"", ""PKM"", ""SR"", ""T""]"
"ku̯at-","to ferment, become sour","[]","[""kuuat"", ""kuuat-"", ""ku\u032fat"", ""ku\u032fat-""]","[""becom"", ""ferment"", ""sour"", ""to""]","[""K00"", ""KT"", ""KTT""]","[""FRMNT"", ""PKM"", ""SR"", ""T""]"
"ku̯ath-","to ferment, become sour","[]","[""kuuath"", ""kuuath-"", ""ku\u032fath"", ""ku\u032fath-""]","[""becom"", ""ferment"", ""sour"", ""to""]","[""K0"", ""K00"", ""KT"", ""KTT""]","[""FRMNT"", ""PKM"", ""SR"", ""T""]"
"k̑u̯ei-","dirt, mud; to defile","[]","[""kuuei"", ""kuuei-"", ""k\u0311u\u032fei"", ""k\u0311u\u032fei-""]","[""defil"", ""dirt"", ""mud"", ""to""]","[""K"", ""KN""]","[""MT"", ""T"", ""TFL"", ""TRT""]"
"k̑u̯ei-","dirt, mud; to defile","[]","[""kuuei"", ""kuuei-"", ""k\u0311u\u032fei"", ""k\u0311u\u032fei-""]","[""defil"", ""dirt"", ""mud"", ""to""]","[""K"", ""KN""]","[""MT"", ""T"", ""TFL"", ""TRT""]"
"k̑u̯ei-no-","dirt, mud; to defile","[]","[""kuuei"", ""kuuei-no-"", ""k\u0311u\u032fei"", ""k\u0311u\u032fei-no-"", ""no""]","[""defil"", ""dirt"", ""mud"", ""to""]","[""K"", ""KN"", ""N""]","[""MT"", ""T"", ""TFL"", ""TRT""]"
"k̑u̯ei-no-","dirt, mud; to defile","[]","[""kuuei"", ""kuuei-no-"", ""k\u0311u\u032fei"", ""k\u0311u\u032fei-no-"", ""no""]","[""defil"", ""dirt"", ""mud"", ""to""]","[""K"", ""KN"", ""N""]","[""MT"", ""T"", ""TFL"", ""TRT""]"
"k̑u̯ei-","to hiss, twitter, <b>whistle</b>, etc.","[]","[""kuuei"", ""kuuei-"", ""k\u0311u\u032fei"", ""k\u0311u\u032fei-""]","[""etc"", ""hiss"", ""to"", ""twitter"", ""whistl""]","[""K""]","[""ASTL"", ""ATK"", ""HS"", ""T"", ""TTR""]"
"k̑u̯ei-","to hiss, twitter, <b>whistle</b>, etc.","[]","[""kuuei"", ""kuuei-"", ""k\u0311u\u032fei"", ""k\u0311u\u032fei-""]","[""etc"", ""hiss"", ""to"", ""twitter"", ""whistl""]","[""K""]","[""ASTL"", ""ATK"", ""HS"", ""T"", ""TTR""]"
"k̑uei-","to shine; <b>white</b>","[]","[""kuei"", ""kuei-"", ""k\u0311uei"", ""k\u0311uei-""]","[""shine"", ""to"", ""white""]","[""K"", ""KSS"", ""KTT""]","[""AT"", ""T"", ""XN""]"
"k̑uei-","to shine; <b>white</b>","[]","[""kuei"", ""kuei-"", ""k\u0311uei"", ""k\u0311uei-""]","[""shine"", ""to"", ""white""]","[""K"", ""KSS"", ""KTT""]","[""AT"", ""T"", ""XN""]"
"kuei-d-","to shine; <b>white</b>","[]","[""kuei"", ""kuei-d-""]","[""shine"", ""to"", ""white""]","[""K"", ""KSS"", ""KTT""]","[""AT"", ""T"", ""XN""]"
"kuei-d-","to shine; <b>white</b>","[]","[""kuei"", ""kuei-d-""]","[""shine"", ""to"", ""white""]","[""K"", ""KSS"", ""KTT""]","[""AT"", ""T"", ""XN""]"
"kuei-s-","to shine; <b>white</b>","[]","[""kuei"", ""kuei-s-""]","[""shine"", ""to"", ""white""]","[""K"", ""KSS"", ""KTT""]","[""AT"", ""T"", ""XN""]"
"kuei-s-","to shine; <b>white</b>","[]","[""kuei"", ""kuei-s-""]","[""shine"", ""to"", ""white""]","[""K"", ""KSS"", ""KTT""]","[""AT"", ""T"", ""XN""]"
"kuei-t-","to shine; <b>white</b>","[]","[""kuei"", ""kuei-t-""]","[""shine"", ""to"", ""white""]","[""K"", ""KSS"", ""KTT""]","[""AT"", ""T"", ""XN""]"
"kuei-t-","to shine; <b>white</b>","[]","[""kuei"", ""kuei-t-""]","[""shine"", ""to"", ""white""]","[""K"", ""KSS"", ""KTT""]","[""AT"", ""T"", ""XN""]"
"k̑u̯ek-","to gape","[]","[""kuuek"", ""kuuek-"", ""k\u0311u\u032fek"", ""k\u0311u\u032fek-""]","[""gape"", ""to""]","[""KK"", ""KKK"", ""KNKK""]","[""KP"", ""T""]"
"k̑u̯ek-","to gape","[]","[""kuuek"", ""kuuek-"", ""k\u0311u\u032fek"", ""k\u0311u\u032fek-""]","[""gape"", ""to""]","[""KK"", ""KKK"", ""KNKK""]","[""KP"", ""T""]"
"k̑u̯enk-","to gape","[]","[""kuuenk"", ""kuuenk-"", ""k\u0311u\u032fenk"", ""k\u0311u\u032fenk-""]","[""gape"", ""to""]","[""KKK"", ""KNK"", ""KNKK""]","[""KP"", ""T""]"
"k̑u̯enk-","to gape","[]","[""kuuenk"", ""kuuenk-"", ""k\u0311u\u032fenk"", ""k\u0311u\u032fenk-""]","[""gape"", ""to""]","[""KKK"", ""KNK"", ""KNKK""]","[""KP"", ""T""]"
"k̑uk-","to gape","[]","[""kuk"", ""kuk-"", ""k\u0311uk"", ""k\u0311uk-""]","[""gape"", ""to""]","[""KK"", ""KKK"", ""KNKK""]","[""KP"", ""T""]"
"k̑uk-","to gape","[]","[""kuk"", ""kuk-"", ""k\u0311uk"", ""k\u0311uk-""]","[""gape"", ""to""]","[""KK"", ""KKK"", ""KNKK""]","[""KP"", ""T""]"
"k̑u̯el-","muddy","[]","[""kuuel"", ""kuuel-"", ""k\u0311u\u032fel"", ""k\u0311u\u032fel-""]","[""muddi""]","[""KL"", ""KLL""]","[""MT""]"
"k̑u̯el-","muddy","[]","[""kuuel"", ""kuuel-"", ""k\u0311u\u032fel"", ""k\u0311u\u032fel-""]","[""muddi""]","[""KL"", ""KLL""]","[""MT""]"
"ku̯elək-","bale, bundle","[""ku\u032felp-""]","[""kuuelek"", ""kuuelek-"", ""ku\u032fel\u0259k"", ""ku\u032fel\u0259k-"", ""kuuelp"", ""kuuelp-"", ""ku\u032felp"", ""ku\u032felp-""]","[""bale"", ""bundl""]","[""KLK"", ""KLKK"", ""KLP"", ""KLPP""]","[""PL"", ""PNTL""]"
"ku̯elək-","bale, bundle","[""ku\u032felp-""]","[""kuuelek"", ""kuuelek-"", ""ku\u032fel\u0259k"", ""ku\u032fel\u0259k-"", ""kuuelp"", ""kuuelp-"", ""ku\u032felp"", ""ku\u032felp-""]","[""bale"", ""bundl""]","[""KLK"", ""KLKK"", ""KLP"", ""KLPP""]","[""PL"", ""PNTL""]"
"kelək-","bale, bundle","[""ku\u032felp-""]","[""kelek"", ""kelek-"", ""kel\u0259k"", ""kel\u0259k-"", ""kuuelp"", ""kuuelp-"", ""ku\u032felp"", ""ku\u032felp-""]","[""bale"", ""bundl""]","[""KLK"", ""KLKK"", ""KLP"", ""KLPP""]","[""PL"", ""PNTL""]"
"kelək-","bale, bundle","[""ku\u032felp-""]","[""kelek"", ""kelek-"", ""kel\u0259k"", ""kel\u0259k-"", ""kuuelp"", ""kuuelp-"", ""ku\u032felp"", ""ku\u032felp-""]","[""bale"", ""bundl""]","[""KLK"", ""KLKK"", ""KLP"", ""KLPP""]","[""PL"", ""PNTL""]"
"kolək-","bale, bundle","[""ku\u032felp-""]","[""kolek"", ""kolek-"", ""kol\u0259k"", ""kol\u0259k-"", ""kuuelp"", ""kuuelp-"", ""ku\u032felp"", ""ku\u032felp-""]","[""bale"", ""bundl""]","[""KLK"", ""KLKK"", ""KLP"", ""KLPP""]","[""PL"", ""PNTL""]"
"kolək-","bale, bundle","[""ku\u032felp-""]","[""kolek"", ""kolek-"", ""kol\u0259k"", ""kol\u0259k-"", ""kuuelp"", ""kuuelp-"", ""ku\u032felp"", ""ku\u032felp-""]","[""bale"", ""bundl""]","[""KLK"", ""KLKK"", ""KLP"", ""KLPP""]","[""PL"", ""PNTL""]"
"ku̯elp-","to stumble, buckle at the knees; to trot","[]","[""kuuelp"", ""kuuelp-"", ""ku\u032felp"", ""ku\u032felp-""]","[""at"", ""buckl"", ""knee"", ""stumbl"", ""to"", ""trot""]","[""KLP"", ""KLPP"", ""KLPPPP"", ""KLRPPPP""]","[""AT"", ""N"", ""PKL"", ""STMPL"", ""T"", ""TRT""]"
"ku̯elp-","to stumble, buckle at the knees; to trot","[]","[""kuuelp"", ""kuuelp-"", ""ku\u032felp"", ""ku\u032felp-""]","[""at"", ""buckl"", ""knee"", ""stumbl"", ""to"", ""trot""]","[""KLP"", ""KLPP"", ""KLPPPP"", ""KLRPPPP""]","[""AT"", ""N"", ""PKL"", ""STMPL"", ""T"", ""TRT""]"
"ku̯elb-","to stumble, buckle at the knees; to trot","[]","[""kuuelb"", ""kuuelb-"", ""ku\u032felb"", ""ku\u032felb-""]","[""at"", ""buckl"", ""knee"", ""stumbl"", ""to"", ""trot""]","[""KLP"", ""KLPP"", ""KLPPPP"", ""KLRPPPP""]","[""AT"", ""N"", ""PKL"", ""STMPL"", ""T"", ""TRT""]"
"ku̯elb-","to stumble, buckle at the knees; to trot","[]","[""kuuelb"", ""kuuelb-"", ""ku\u032felb"", ""ku\u032felb-""]","[""at"", ""buckl"", ""knee"", ""stumbl"", ""to"", ""trot""]","[""KLP"", ""KLPP"", ""KLPPPP"", ""KLRPPPP""]","[""AT"", ""N"", ""PKL"", ""STMPL"", ""T"", ""TRT""]"
"ku̯l̥p/b-","to stumble, buckle at the knees; to trot","[]","[""kuulrpb"", ""kuulrpb-"", ""ku\u032fl\u0325pb"", ""ku\u032fl\u0325pb-""]","[""at"", ""buckl"", ""knee"", ""stumbl"", ""to"", ""trot""]","[""KLPP"", ""KLPPPP"", ""KLRP"", ""KLRPP"", ""KLRPPPP""]","[""AT"", ""N"", ""PKL"", ""STMPL"", ""T"", ""TRT""]"
"ku̯l̥p/b-","to stumble, buckle at the knees; to trot","[]","[""kuulrpb"", ""kuulrpb-"", ""ku\u032fl\u0325pb"", ""ku\u032fl\u0325pb-""]","[""at"", ""buckl"", ""knee"", ""stumbl"", ""to"", ""trot""]","[""KLPP"", ""KLPPPP"", ""KLRP"", ""KLRPP"", ""KLRPPPP""]","[""AT"", ""N"", ""PKL"", ""STMPL"", ""T"", ""TRT""]"
"klup/b-","to stumble, buckle at the knees; to trot","[]","[""klupb"", ""klupb-""]","[""at"", ""buckl"", ""knee"", ""stumbl"", ""to"", ""trot""]","[""KLP"", ""KLPP"", ""KLPPPP"", ""KLRPPPP""]","[""AT"", ""N"", ""PKL"", ""STMPL"", ""T"", ""TRT""]"
"klup/b-","to stumble, buckle at the knees; to trot","[]","[""klupb"", ""klupb-""]","[""at"", ""buckl"", ""knee"", ""stumbl"", ""to"", ""trot""]","[""KLP"", ""KLPP"", ""KLPPPP"", ""KLRPPPP""]","[""AT"", ""N"", ""PKL"", ""STMPL"", ""T"", ""TRT""]"
"ku̯elp-","to curve, vault","[""ku\u032fel\u0259k-""]","[""kuuelp"", ""kuuelp-"", ""ku\u032felp"", ""ku\u032felp-"", ""kuuelek"", ""kuuelek-"", ""ku\u032fel\u0259k"", ""ku\u032fel\u0259k-""]","[""curv"", ""to"", ""vault""]","[""KLK"", ""KLKK"", ""KLP"", ""KLPP""]","[""FLT"", ""KRF"", ""T""]"
"ku̯elp-","to curve, vault","[""ku\u032fel\u0259k-""]","[""kuuelp"", ""kuuelp-"", ""ku\u032felp"", ""ku\u032felp-"", ""kuuelek"", ""kuuelek-"", ""ku\u032fel\u0259k"", ""ku\u032fel\u0259k-""]","[""curv"", ""to"", ""vault""]","[""KLK"", ""KLKK"", ""KLP"", ""KLPP""]","[""FLT"", ""KRF"", ""T""]"
"k̑u̯en-","to celebrate; saint","[]","[""kuuen"", ""kuuen-"", ""k\u0311u\u032fen"", ""k\u0311u\u032fen-""]","[""celebr"", ""saint"", ""to""]","[""KN"", ""KNN""]","[""SLPR"", ""SNT"", ""T""]"
"k̑u̯en-","to celebrate; saint","[]","[""kuuen"", ""kuuen-"", ""k\u0311u\u032fen"", ""k\u0311u\u032fen-""]","[""celebr"", ""saint"", ""to""]","[""KN"", ""KNN""]","[""SLPR"", ""SNT"", ""T""]"
"k̑u̯endh-ro-","(type of plant)","[]","[""kuuendh"", ""kuuendh-ro-"", ""k\u0311u\u032fendh"", ""k\u0311u\u032fendh-ro-"", ""ro""]","[""of"", ""plant"", ""type""]","[""KNT"", ""KNTR"", ""N"", ""R""]","[""AF"", ""PLNT"", ""TP""]"
"k̑u̯endh-ro-","(type of plant)","[]","[""kuuendh"", ""kuuendh-ro-"", ""k\u0311u\u032fendh"", ""k\u0311u\u032fendh-ro-"", ""ro""]","[""of"", ""plant"", ""type""]","[""KNT"", ""KNTR"", ""N"", ""R""]","[""AF"", ""PLNT"", ""TP""]"
"-no-","(type of plant)","[]","[""-no-"", ""no""]","[""of"", ""plant"", ""type""]","[""KNTR"", ""N""]","[""AF"", ""PLNT"", ""TP""]"
"-no-","(type of plant)","[]","[""-no-"", ""no""]","[""of"", ""plant"", ""type""]","[""KNTR"", ""N""]","[""AF"", ""PLNT"", ""TP""]"
"ku̯erp-","to turn, wind","[]","[""kuuerp"", ""kuuerp-"", ""ku\u032ferp"", ""ku\u032ferp-""]","[""to"", ""turn"", ""wind""]","[""KRP"", ""KRPP""]","[""ANT"", ""FNT"", ""T"", ""TRN""]"
"ku̯erp-","to turn, wind","[]","[""kuuerp"", ""kuuerp-"", ""ku\u032ferp"", ""ku\u032ferp-""]","[""to"", ""turn"", ""wind""]","[""KRP"", ""KRPP""]","[""ANT"", ""FNT"", ""T"", ""TRN""]"
"ku̯erb-","to turn, wind","[]","[""kuuerb"", ""kuuerb-"", ""ku\u032ferb"", ""ku\u032ferb-""]","[""to"", ""turn"", ""wind""]","[""KRP"", ""KRPP""]","[""ANT"", ""FNT"", ""T"", ""TRN""]"
"ku̯erb-","to turn, wind","[]","[""kuuerb"", ""kuuerb-"", ""ku\u032ferb"", ""ku\u032ferb-""]","[""to"", ""turn"", ""wind""]","[""KRP"", ""KRPP""]","[""ANT"", ""FNT"", ""T"", ""TRN""]"
"k̑u̯es-","to pant, puff, sigh, <b>wheeze</b>","[]","[""kuue"", ""kuues-"", ""k\u0311u\u032fe"", ""k\u0311u\u032fes-""]","[""pant"", ""puff"", ""sigh"", ""to"", ""wheez""]","[""K"", ""KSS""]","[""AS"", ""ATS"", ""PF"", ""PNT"", ""S"", ""T""]"
"k̑u̯es-","to pant, puff, sigh, <b>wheeze</b>","[]","[""kuue"", ""kuues-"", ""k\u0311u\u032fe"", ""k\u0311u\u032fes-""]","[""pant"", ""puff"", ""sigh"", ""to"", ""wheez""]","[""K"", ""KSS""]","[""AS"", ""ATS"", ""PF"", ""PNT"", ""S"", ""T""]"
"k̑us-","to pant, puff, sigh, <b>wheeze</b>","[]","[""kus"", ""kus-"", ""k\u0311us"", ""k\u0311us-""]","[""pant"", ""puff"", ""sigh"", ""to"", ""wheez""]","[""KS"", ""KSS""]","[""AS"", ""ATS"", ""PF"", ""PNT"", ""S"", ""T""]"
"k̑us-","to pant, puff, sigh, <b>wheeze</b>","[]","[""kus"", ""kus-"", ""k\u0311us"", ""k\u0311us-""]","[""pant"", ""puff"", ""sigh"", ""to"", ""wheez""]","[""KS"", ""KSS""]","[""AS"", ""ATS"", ""PF"", ""PNT"", ""S"", ""T""]"
"ku̯ēt-","to shake, winnow","[""(s)k\u016b\u0306t-""]","[""kuuet"", ""kuuet-"", ""ku\u032f\u0113t"", ""ku\u032f\u0113t-"", ""skuat"", ""skuat-"", ""sk\u016b\u0306t"", ""sk\u016b\u0306t-""]","[""shake"", ""to"", ""winnow""]","[""KT"", ""KTT"", ""SKT"", ""SKTT"", ""SSKTT""]","[""AN"", ""FNF"", ""T"", ""XK""]"
"ku̯ēt-","to shake, winnow","[""(s)k\u016b\u0306t-""]","[""kuuet"", ""kuuet-"", ""ku\u032f\u0113t"", ""ku\u032f\u0113t-"", ""skuat"", ""skuat-"", ""sk\u016b\u0306t"", ""sk\u016b\u0306t-""]","[""shake"", ""to"", ""winnow""]","[""KT"", ""KTT"", ""SKT"", ""SKTT"", ""SSKTT""]","[""AN"", ""FNF"", ""T"", ""XK""]"
"ku̯ət-","to shake, winnow","[""(s)k\u016b\u0306t-""]","[""kuuet"", ""kuuet-"", ""ku\u032f\u0259t"", ""ku\u032f\u0259t-"", ""skuat"", ""skuat-"", ""sk\u016b\u0306t"", ""sk\u016b\u0306t-""]","[""shake"", ""to"", ""winnow""]","[""KT"", ""KTT"", ""SKT"", ""SKTT"", ""SSKTT""]","[""AN"", ""FNF"", ""T"", ""XK""]"
"ku̯ət-","to shake, winnow","[""(s)k\u016b\u0306t-""]","[""kuuet"", ""kuuet-"", ""ku\u032f\u0259t"", ""ku\u032f\u0259t-"", ""skuat"", ""skuat-"", ""sk\u016b\u0306t"", ""sk\u016b\u0306t-""]","[""shake"", ""to"", ""winnow""]","[""KT"", ""KTT"", ""SKT"", ""SKTT"", ""SSKTT""]","[""AN"", ""FNF"", ""T"", ""XK""]"
"kū̆t-","to shake, winnow","[""(s)k\u016b\u0306t-""]","[""kuat"", ""kuat-"", ""k\u016b\u0306t"", ""k\u016b\u0306t-"", ""skuat"", ""skuat-"", ""sk\u016b\u0306t"", ""sk\u016b\u0306t-""]","[""shake"", ""to"", ""winnow""]","[""KT"", ""KTT"", ""SKT"", ""SKTT"", ""SSKTT""]","[""AN"", ""FNF"", ""T"", ""XK""]"
"kū̆t-","to shake, winnow","[""(s)k\u016b\u0306t-""]","[""kuat"", ""kuat-"", ""k\u016b\u0306t"", ""k\u016b\u0306t-"", ""skuat"", ""skuat-"", ""sk\u016b\u0306t"", ""sk\u016b\u0306t-""]","[""shake"", ""to"", ""winnow""]","[""KT"", ""KTT"", ""SKT"", ""SKTT"", ""SSKTT""]","[""AN"", ""FNF"", ""T"", ""XK""]"
"ku̯oi-","to want, wish for","[]","[""kuuoi"", ""kuuoi-"", ""ku\u032foi"", ""ku\u032foi-""]","[""for"", ""to"", ""want"", ""wish""]","[""K""]","[""ANT"", ""AX"", ""FNT"", ""FR"", ""FX"", ""T""]"
